seed,init_id,fold_id,params,r2_train,rmse_train,r2_test,rmse_test,model_path
43,1,1,{'model__alpha': 0.0001},0.25610312203993757,33.224227678634676,0.2247752849875683,37.79077205779654,model_multi_output_breakpoint_results/Ridge Regression_init1_fold1_model1.joblib
43,1,1,{'model__alpha': 0.0003727593720314938},0.25610312203932367,33.22422767865383,0.2247753322248891,37.79077126484104,model_multi_output_breakpoint_results/Ridge Regression_init1_fold1_model2.joblib
43,1,1,{'model__alpha': 0.0013894954943731374},0.2561031220307946,33.22422767891999,0.22477550829883305,37.79076830923586,model_multi_output_breakpoint_results/Ridge Regression_init1_fold1_model3.joblib
43,1,1,{'model__alpha': 0.005179474679231213},0.2561031219122837,33.224227682618114,0.2247761645254264,37.79075729486796,model_multi_output_breakpoint_results/Ridge Regression_init1_fold1_model4.joblib
43,1,1,{'model__alpha': 0.019306977288832496},0.25610312026580456,33.224227733997296,0.2247786092053766,37.790716278450304,model_multi_output_breakpoint_results/Ridge Regression_init1_fold1_model5.joblib
43,1,1,{'model__alpha': 0.07196856730011514},0.25610309739950987,33.224228447589304,0.2247877016186055,37.790563950727815,model_multi_output_breakpoint_results/Ridge Regression_init1_fold1_model6.joblib
43,1,1,{'model__alpha': 0.2682695795279725},0.2561027802657566,33.224238346401314,0.2248213121584493,37.790003967316295,model_multi_output_breakpoint_results/Ridge Regression_init1_fold1_model7.joblib
43,1,1,{'model__alpha': 1.0},0.25609840418998664,33.22437503915441,0.22494270840859037,37.78802460086585,model_multi_output_breakpoint_results/Ridge Regression_init1_fold1_model8.joblib
43,1,1,{'model__alpha': 3.727593720314938},0.25603914019526103,33.226231202015825,0.22534279310627126,37.78210636596354,model_multi_output_breakpoint_results/Ridge Regression_init1_fold1_model9.joblib
43,1,1,{'model__alpha': 13.89495494373136},0.2552888398861323,33.2499468020558,0.22618243150073605,37.77836771024521,model_multi_output_breakpoint_results/Ridge Regression_init1_fold1_model10.joblib
43,1,1,{'model__alpha': 51.79474679231202},0.24768196407017856,33.49649859822067,0.22318154458277323,37.9411212740054,model_multi_output_breakpoint_results/Ridge Regression_init1_fold1_model11.joblib
43,1,1,{'model__alpha': 193.06977288832496},0.2044298971697452,34.950953313122874,0.18826956796879527,39.235652523595405,model_multi_output_breakpoint_results/Ridge Regression_init1_fold1_model12.joblib
43,1,1,{'model__alpha': 719.6856730011514},0.11212370770886101,38.07903201772548,0.1026913448672716,42.25338551056652,model_multi_output_breakpoint_results/Ridge Regression_init1_fold1_model13.joblib
43,1,1,{'model__alpha': 2682.695795279722},0.04064318539712073,40.43985925741036,0.03370515465660808,44.59731778653607,model_multi_output_breakpoint_results/Ridge Regression_init1_fold1_model14.joblib
43,1,1,{'model__alpha': 10000.0},0.01199732371261315,41.36476461082776,0.005723701789828816,45.52468781142029,model_multi_output_breakpoint_results/Ridge Regression_init1_fold1_model15.joblib
43,1,2,{'model__alpha': 0.0001},0.2343726667671568,34.71230253929801,0.3124019158821703,32.49521687553139,model_multi_output_breakpoint_results/Ridge Regression_init1_fold2_model1.joblib
43,1,2,{'model__alpha': 0.0003727593720314938},0.23437266676660906,34.71230253931411,0.31240188771697286,32.4952218343351,model_multi_output_breakpoint_results/Ridge Regression_init1_fold2_model2.joblib
43,1,2,{'model__alpha': 0.0013894954943731374},0.2343726667589925,34.712302539537575,0.3124017827217604,32.495240318831485,model_multi_output_breakpoint_results/Ridge Regression_init1_fold2_model3.joblib
43,1,2,{'model__alpha': 0.005179474679231213},0.2343726666531624,34.712302542643044,0.3124013912478013,32.49530922278594,model_multi_output_breakpoint_results/Ridge Regression_init1_fold2_model4.joblib
43,1,2,{'model__alpha': 0.019306977288832496},0.23437266518285232,34.712302585788024,0.31239993067957517,32.49556608626236,model_multi_output_breakpoint_results/Ridge Regression_init1_fold2_model5.joblib
43,1,2,{'model__alpha': 0.07196856730011514},0.23437264476309583,34.712303185019735,0.31239446805165494,32.49652381227346,model_multi_output_breakpoint_results/Ridge Regression_init1_fold2_model6.joblib
43,1,2,{'model__alpha': 0.2682695795279725},0.23437236155514407,34.71231149758124,0.31237385301372755,32.50009719501408,model_multi_output_breakpoint_results/Ridge Regression_init1_fold2_model7.joblib
43,1,2,{'model__alpha': 1.0},0.23436845334164227,34.712426292689464,0.31229353118363734,32.513463524275686,model_multi_output_breakpoint_results/Ridge Regression_init1_fold2_model8.joblib
43,1,2,{'model__alpha': 3.727593720314938},0.2343155118293047,34.713985456761414,0.31194743427558547,32.56389927381306,model_multi_output_breakpoint_results/Ridge Regression_init1_fold2_model9.joblib
43,1,2,{'model__alpha': 13.89495494373136},0.2336446440132282,34.733923432735786,0.310085334718955,32.758957420955184,model_multi_output_breakpoint_results/Ridge Regression_init1_fold2_model10.joblib
43,1,2,{'model__alpha': 51.79474679231202},0.2268235512749747,34.94187856998245,0.29807921190277487,33.53032736445464,model_multi_output_breakpoint_results/Ridge Regression_init1_fold2_model11.joblib
43,1,2,{'model__alpha': 193.06977288832496},0.18777590339881792,36.18166108734667,0.24059146111318883,36.04851446382405,model_multi_output_breakpoint_results/Ridge Regression_init1_fold2_model12.joblib
43,1,2,{'model__alpha': 719.6856730011514},0.10357067673430025,38.9014983858637,0.12494998750232819,40.17862936692105,model_multi_output_breakpoint_results/Ridge Regression_init1_fold2_model13.joblib
43,1,2,{'model__alpha': 2682.695795279722},0.03770004443854362,40.993992088732526,0.0372484783806369,42.9915822958748,model_multi_output_breakpoint_results/Ridge Regression_init1_fold2_model14.joblib
